title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,sentiment,genres_list
Danur 2: Maddah,movie,Horror,2018.0,tt7981182,5.3,692.0,Low,['Horror']
Abigail,movie,"Horror, Thriller",2024.0,tt27489557,6.6,96831.0,Neutral,"['Horror', 'Thriller']"
Mystic Singer,movie,Horror,2024.0,tt30782539,4.8,243.0,Low,['Horror']
Lady Bird,movie,"Comedy, Drama",2017.0,tt4925292,7.4,350664.0,High,"['Comedy', 'Drama']"
Gossip,movie,"Comedy, Drama",2000.0,tt0238251,4.7,859.0,Low,"['Comedy', 'Drama']"
Blockers,movie,"Comedy, Drama",2018.0,tt2531344,6.2,89330.0,Neutral,"['Comedy', 'Drama']"
Little Women,movie,"Drama, Romance",2019.0,tt3281548,7.8,266312.0,High,"['Drama', 'Romance']"
Knight of Cups,movie,"Drama, Fantasy, Romance",2015.0,tt2101383,5.6,30612.0,Neutral,"['Drama', 'Fantasy', 'Romance']"
The Pez Outlaw,movie,"Comedy, Documentary, Family",2022.0,tt17660740,6.9,3077.0,Neutral,"['Comedy', 'Documentary', 'Family']"
The Open House,movie,"Horror, Thriller",2018.0,tt7608028,3.3,38325.0,Low,"['Horror', 'Thriller']"
Road to Ninja - Naruto the Movie,movie,"Action, Adventure, Animation",2012.0,tt2290828,7.6,8864.0,High,"['Action', 'Adventure', 'Animation']"
Caught Out: Crime. Corruption. Cricket,movie,"Documentary, Sport",2023.0,tt27055390,5.9,481.0,Neutral,"['Documentary', 'Sport']"
The Bikeriders,movie,"Crime, Drama",2023.0,tt21454134,6.6,67045.0,Neutral,"['Crime', 'Drama']"
Harry: The Interview,movie,"Documentary, News",2023.0,tt25795782,5.3,310.0,Low,"['Documentary', 'News']"
The Bad Guys: A Very Bad Holiday,movie,"Action, Adventure, Animation",2023.0,tt28863512,5.2,2327.0,Low,"['Action', 'Adventure', 'Animation']"
Candidatul perfect,movie,Comedy,2024.0,tt33056959,6.1,953.0,Neutral,['Comedy']
Home Sweet Loan,movie,"Drama, Family",2024.0,tt33183823,8.1,939.0,High,"['Drama', 'Family']"
Pacific Rim,movie,"Action, Adventure, Sci-Fi",2013.0,tt1663662,6.9,544601.0,Neutral,"['Action', 'Adventure', 'Sci-Fi']"
Gekijôban Shirubania Famirî: Furea kara no okurimono,movie,"Animation, Family",2023.0,tt29710588,5.6,75.0,Neutral,"['Animation', 'Family']"
Professor Marston & the Wonder Women,movie,"Biography, Drama, History",2017.0,tt6133130,7.0,29565.0,High,"['Biography', 'Drama', 'History']"
Speak No Evil,movie,"Drama, Horror, Mystery",2022.0,tt14253846,6.6,57185.0,Neutral,"['Drama', 'Horror', 'Mystery']"
Captain Underpants: The First Epic Movie,movie,"Action, Adventure, Animation",2017.0,tt2091256,6.2,34511.0,Neutral,"['Action', 'Adventure', 'Animation']"
The Spooky Tale of Captain Underpants Hack-a-Ween,movie,"Action, Adventure, Animation",2019.0,tt10945060,5.8,349.0,Neutral,"['Action', 'Adventure', 'Animation']"
The Sea Beast,movie,"Action, Adventure, Animation",2022.0,tt9288046,7.0,62009.0,High,"['Action', 'Adventure', 'Animation']"
Tenet,movie,"Action, Sci-Fi, Thriller",2020.0,tt6723592,7.3,628119.0,High,"['Action', 'Sci-Fi', 'Thriller']"
Wind River,movie,"Crime, Drama, Mystery",2017.0,tt5362988,7.7,295672.0,High,"['Crime', 'Drama', 'Mystery']"
Captain Underpants: Epic Choice-o-Rama,movie,"Action, Adventure, Animation",2020.0,tt11604750,5.8,203.0,Neutral,"['Action', 'Adventure', 'Animation']"
Moro,movie,Drama,2023.0,,6.5,0.0,Neutral,['Drama']
Mia and the White Lion,movie,"Adventure, Drama, Family",2018.0,tt4844148,6.5,6769.0,Neutral,"['Adventure', 'Drama', 'Family']"
Moro,movie,Drama,2023.0,tt28803602,3.5,33.0,Low,['Drama']
Captain Underpants: Mega Blissmas,movie,"Animation, Comedy, Family",2020.0,tt13411948,5.2,287.0,Low,"['Animation', 'Comedy', 'Family']"
Shin Jigen! Crayon Shin-chan the Movie,movie,"Action, Adventure, Animation",2023.0,tt26862791,6.6,724.0,Neutral,"['Action', 'Adventure', 'Animation']"
The Bad Guys: Haunted Heist,movie,"Action, Adventure, Animation",2024.0,tt33130902,5.5,1478.0,Neutral,"['Action', 'Adventure', 'Animation']"
Trap,movie,"Crime, Horror, Mystery",2024.0,tt26753003,5.8,137370.0,Neutral,"['Crime', 'Horror', 'Mystery']"
Jigra,movie,"Action, Crime, Drama",2024.0,tt26733317,6.0,23565.0,Neutral,"['Action', 'Crime', 'Drama']"
The Last Stop in Yuma County,movie,"Crime, Drama, Thriller",2023.0,tt11674730,6.9,18932.0,Neutral,"['Crime', 'Drama', 'Thriller']"
You Will Die in 6 Hours,movie,"Mystery, Thriller",2024.0,tt33478321,4.9,278.0,Low,"['Mystery', 'Thriller']"
Back to Black,movie,"Biography, Drama, Music",2024.0,tt21261712,6.3,26627.0,Neutral,"['Biography', 'Drama', 'Music']"
Little Italy,movie,"Comedy, Romance",2018.0,tt6957966,5.7,18934.0,Neutral,"['Comedy', 'Romance']"
The Holdovers,movie,"Comedy, Drama",2023.0,tt14849194,7.9,198573.0,High,"['Comedy', 'Drama']"
Uncut Gems,movie,"Crime, Drama, Thriller",2019.0,tt5727208,7.4,334154.0,High,"['Crime', 'Drama', 'Thriller']"
The Big Short,movie,"Biography, Comedy, Drama",2015.0,tt1596363,7.8,509646.0,High,"['Biography', 'Comedy', 'Drama']"
Bájecná léta pod psa,movie,Comedy,1997.0,tt0118675,7.1,776.0,High,['Comedy']
Bangkok Breaking: Heaven and Hell,movie,"Action, Crime, Drama",2024.0,tt31158592,5.8,668.0,Neutral,"['Action', 'Crime', 'Drama']"
iHostage,movie,"Crime, Drama, Thriller",2025.0,tt31181421,5.8,3904.0,Neutral,"['Crime', 'Drama', 'Thriller']"
Despicable Me 4,movie,"Adventure, Animation, Comedy",2024.0,tt7510222,6.2,65371.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
Will & Harper,movie,Documentary,2024.0,tt30321133,7.4,12113.0,High,['Documentary']
Past Lives,movie,"Drama, Romance",2023.0,tt13238346,7.8,150692.0,High,"['Drama', 'Romance']"
Captain Fantastic,movie,"Comedy, Drama",2016.0,tt3553976,7.8,243515.0,High,"['Comedy', 'Drama']"
Incantation,movie,"Horror, Mystery",2022.0,tt18968540,6.2,25123.0,Neutral,"['Horror', 'Mystery']"
Godzilla Minus One,movie,"Action, Adventure, Drama",2023.0,tt23289160,7.7,169273.0,High,"['Action', 'Adventure', 'Drama']"
Ravenous,movie,"Action, Adventure, Drama",2017.0,tt6243140,5.8,10639.0,Neutral,"['Action', 'Adventure', 'Drama']"
Amour,movie,Drama,2012.0,tt1602620,7.9,108202.0,High,['Drama']
Tamango,movie,"Adventure, Drama, History",1958.0,tt0051049,6.5,457.0,Neutral,"['Adventure', 'Drama', 'History']"
The Buckingham Murders,movie,"Crime, Drama, Mystery",2023.0,tt15245240,5.9,10605.0,Neutral,"['Crime', 'Drama', 'Mystery']"
Wild Dog,movie,"Action, Thriller",2021.0,tt11503178,6.1,2495.0,Neutral,"['Action', 'Thriller']"
Legend,movie,"Biography, Crime, Drama",2015.0,tt3569230,6.9,213366.0,Neutral,"['Biography', 'Crime', 'Drama']"
Black Adam,movie,"Action, Adventure, Fantasy",2022.0,tt6443346,6.2,291053.0,Neutral,"['Action', 'Adventure', 'Fantasy']"
Goebbels and the Führer,movie,"Biography, Drama, History",2024.0,tt30467885,6.7,2205.0,Neutral,"['Biography', 'Drama', 'History']"
Ferry 2,movie,"Action, Crime, Drama",2024.0,tt30021427,5.6,3787.0,Neutral,"['Action', 'Crime', 'Drama']"
I Saw the TV Glow,movie,"Drama, Mystery",2024.0,tt15574270,5.8,35915.0,Neutral,"['Drama', 'Mystery']"
My Penguin Friend,movie,"Adventure, Drama, Family",2024.0,tt8609660,6.7,5178.0,Neutral,"['Adventure', 'Drama', 'Family']"
Babylon,movie,"Comedy, Drama, History",2022.0,tt10640346,7.1,192833.0,High,"['Comedy', 'Drama', 'History']"
Rebel Ridge,movie,"Action, Crime, Drama",2024.0,tt11301886,6.8,88120.0,Neutral,"['Action', 'Crime', 'Drama']"
Emilia Pérez,movie,"Comedy, Crime, Drama",2024.0,tt20221436,5.4,88077.0,Low,"['Comedy', 'Crime', 'Drama']"
The Forge,movie,"Drama, Family",2024.0,tt26731216,6.7,4884.0,Neutral,"['Drama', 'Family']"
Thelma,movie,"Action, Comedy",2024.0,tt23778968,7.0,22480.0,High,"['Action', 'Comedy']"
Trouble,movie,"Action, Comedy, Crime",2024.0,tt30217143,6.2,6854.0,Neutral,"['Action', 'Comedy', 'Crime']"
The Turnaround,movie,"Biography, Documentary, Short",2024.0,tt33303813,7.2,596.0,High,"['Biography', 'Documentary', 'Short']"
Tarot,movie,Horror,2024.0,tt14088510,4.8,31510.0,Low,['Horror']
Bohemian Rhapsody,movie,"Biography, Drama, Music",2018.0,tt1727824,7.9,621226.0,High,"['Biography', 'Drama', 'Music']"
Sully,movie,"Biography, Drama",2016.0,tt3263904,7.4,311089.0,High,"['Biography', 'Drama']"
Anyone But You,movie,"Comedy, Romance",2023.0,tt26047818,6.1,144471.0,Neutral,"['Comedy', 'Romance']"
The Menendez Brothers,movie,Documentary,2024.0,tt33481094,7.0,9252.0,High,['Documentary']
Ghostbusters: Frozen Empire,movie,"Adventure, Comedy, Fantasy",2024.0,tt21235248,6.1,93451.0,Neutral,"['Adventure', 'Comedy', 'Fantasy']"
Saturday Night,movie,"Biography, Comedy, Drama",2024.0,tt27657135,6.9,30317.0,Neutral,"['Biography', 'Comedy', 'Drama']"
Don't. Get. Out!,movie,"Action, Crime, Drama",2018.0,tt6686700,5.8,2105.0,Neutral,"['Action', 'Crime', 'Drama']"
Need for Speed,movie,"Action, Crime, Drama",2014.0,tt2369135,6.4,182653.0,Neutral,"['Action', 'Crime', 'Drama']"
Angel Falls Christmas,movie,"Drama, Romance",2021.0,tt15978102,5.0,4434.0,Low,"['Drama', 'Romance']"
The Golden Glove,movie,"Crime, Drama, Horror",2019.0,tt7670212,6.7,20234.0,Neutral,"['Crime', 'Drama', 'Horror']"
A Castle for Christmas,movie,"Adventure, Comedy, Drama",2021.0,tt13070602,5.6,16427.0,Neutral,"['Adventure', 'Comedy', 'Drama']"
Pilot,movie,Comedy,2024.0,tt32175399,6.2,806.0,Neutral,['Comedy']
In the Tall Grass,movie,"Horror, Mystery, Sci-Fi",2019.0,tt4687108,5.5,69136.0,Neutral,"['Horror', 'Mystery', 'Sci-Fi']"
Resident Evil: Welcome to Raccoon City,movie,"Action, Horror, Sci-Fi",2021.0,tt6920084,5.2,68280.0,Low,"['Action', 'Horror', 'Sci-Fi']"
Scream VI,movie,"Horror, Mystery, Thriller",2023.0,tt17663992,6.4,137253.0,Neutral,"['Horror', 'Mystery', 'Thriller']"
Whiplash,movie,"Drama, Music",2014.0,tt2582802,8.5,1070015.0,High,"['Drama', 'Music']"
Spider-Man: No Way Home,movie,"Action, Adventure, Fantasy",2021.0,tt10872600,8.2,946874.0,High,"['Action', 'Adventure', 'Fantasy']"
365 Days: This Day,movie,"Drama, Romance",2022.0,tt12996154,2.7,26332.0,Low,"['Drama', 'Romance']"
The Next 365 Days,movie,"Drama, Romance",2022.0,tt21106646,2.9,11570.0,Low,"['Drama', 'Romance']"
Yintah,movie,Documentary,2024.0,tt31841789,7.8,273.0,High,['Documentary']
Sing 2,movie,"Adventure, Animation, Comedy",2021.0,tt6467266,7.3,95325.0,High,"['Adventure', 'Animation', 'Comedy']"
Kokuhaku Confession,movie,"Crime, Thriller",2024.0,tt32467842,5.6,149.0,Neutral,"['Crime', 'Thriller']"
His Three Daughters,movie,Drama,2023.0,tt28491891,7.2,17932.0,High,['Drama']
Olivia Rodrigo: GUTS World Tour,movie,"Documentary, Music",2024.0,tt33562156,7.7,963.0,High,"['Documentary', 'Music']"
Tom Papa: Home Free,movie,"Comedy, Documentary",2024.0,tt22813018,6.9,484.0,Neutral,"['Comedy', 'Documentary']"
The Matrix Resurrections,movie,"Action, Sci-Fi",2021.0,tt10838180,5.6,292698.0,Neutral,"['Action', 'Sci-Fi']"
Christmas Inheritance,movie,"Comedy, Drama, Romance",2017.0,tt7608534,5.7,14034.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Better Days,movie,"Crime, Drama, Romance",2019.0,tt9586294,7.6,15259.0,High,"['Crime', 'Drama', 'Romance']"
Falling for Christmas,movie,"Comedy, Romance",2022.0,tt14715170,5.3,32130.0,Low,"['Comedy', 'Romance']"
One Day,movie,"Drama, Romance",2011.0,tt1563738,7.0,174546.0,High,"['Drama', 'Romance']"
The Shortest Day,movie,"Comedy, War",1963.0,tt0056018,5.8,353.0,Neutral,"['Comedy', 'War']"
A Second Chance,movie,"Drama, Family",2018.0,tt6042648,8.8,85.0,High,"['Drama', 'Family']"
Midnight,movie,"Crime, Thriller",2021.0,tt14757872,6.5,9093.0,Neutral,"['Crime', 'Thriller']"
Bird Box: Barcelona,movie,"Horror, Mystery, Sci-Fi",2023.0,tt14400246,5.3,26968.0,Low,"['Horror', 'Mystery', 'Sci-Fi']"
Our Season,movie,"Drama, Fantasy",2023.0,tt12664652,6.8,268.0,Neutral,"['Drama', 'Fantasy']"
Happiness Is,movie,"Comedy, Drama, Romance",2024.0,tt33498765,3.8,298.0,Low,"['Comedy', 'Drama', 'Romance']"
A Shaun the Sheep Movie: Farmageddon,movie,"Adventure, Animation, Comedy",2019.0,tt6193408,6.8,16588.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
The Killer,movie,"Action, Thriller",2024.0,tt1121948,5.7,12811.0,Neutral,"['Action', 'Thriller']"
Daddio,movie,Drama,2023.0,tt7461686,6.6,11471.0,Neutral,['Drama']
"Daisy, a Hen Into the Wild",movie,"Adventure, Animation, Drama",2011.0,tt1971466,7.0,1133.0,High,"['Adventure', 'Animation', 'Drama']"
Twilight of the Warriors: Walled In,movie,"Action, Crime, Thriller",2024.0,tt20316748,7.0,9514.0,High,"['Action', 'Crime', 'Thriller']"
Migration,movie,"Adventure, Animation, Comedy",2023.0,tt6495056,6.6,39926.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
404 Run Run,movie,"Comedy, Horror",2024.0,tt32362537,5.7,359.0,Neutral,"['Comedy', 'Horror']"
The Retirement Plan,movie,"Action, Comedy, Crime",2023.0,tt14827638,5.1,9641.0,Low,"['Action', 'Comedy', 'Crime']"
Hell or High Water,movie,"Crime, Drama, Thriller",2016.0,tt2582782,7.6,264599.0,High,"['Crime', 'Drama', 'Thriller']"
Lonely Planet,movie,"Drama, Romance",2024.0,tt20194882,5.7,11604.0,Neutral,"['Drama', 'Romance']"
Extinction,movie,"Action, Adventure, Drama",2015.0,tt3467412,5.8,18878.0,Neutral,"['Action', 'Adventure', 'Drama']"
Ambulance,movie,"Action, Crime, Drama",2022.0,tt4998632,6.1,107673.0,Neutral,"['Action', 'Crime', 'Drama']"
Retreat Vama Veche,movie,Comedy,2024.0,tt28184207,3.9,941.0,Low,['Comedy']
Mothers' Instinct,movie,"Drama, Thriller",2024.0,tt13397574,6.3,20489.0,Neutral,"['Drama', 'Thriller']"
Her Body,movie,"Biography, Drama",2023.0,tt21997328,5.7,958.0,Neutral,"['Biography', 'Drama']"
Idiot Girls and School Ghost: School Anniversary,movie,"Comedy, Horror",2024.0,tt34136712,7.2,56.0,High,"['Comedy', 'Horror']"
Time Still Turns the Pages,movie,Drama,2023.0,tt27881474,7.7,1765.0,High,['Drama']
The Batman,movie,"Action, Crime, Drama",2022.0,tt1877830,7.8,868125.0,High,"['Action', 'Crime', 'Drama']"
MaXXXine,movie,"Crime, Horror",2024.0,tt22048412,6.2,70166.0,Neutral,"['Crime', 'Horror']"
Creed,movie,"Action, Drama, Sport",2015.0,tt3076658,7.6,320917.0,High,"['Action', 'Drama', 'Sport']"
Anatomy of a Fall,movie,"Crime, Drama, Thriller",2023.0,tt17009710,7.6,173742.0,High,"['Crime', 'Drama', 'Thriller']"
"As Above, So Below",movie,"Horror, Mystery, Thriller",2014.0,tt2870612,6.3,122208.0,Neutral,"['Horror', 'Mystery', 'Thriller']"
The Inseparables,movie,"Adventure, Animation, Family",2023.0,tt20221460,5.8,689.0,Neutral,"['Adventure', 'Animation', 'Family']"
Blue Is the Warmest Colour,movie,"Drama, Romance",2013.0,tt2278871,7.7,168447.0,High,"['Drama', 'Romance']"
X,movie,"Thriller, Horror",2024.0,,,0.0,Neutral,"['Thriller', 'Horror']"
Kartini: Princess of Java,movie,"Biography, Drama, Family",2017.0,tt5882416,7.6,713.0,High,"['Biography', 'Drama', 'Family']"
Table for Six,movie,"Comedy, Drama, Romance",2022.0,tt21187542,6.9,1333.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Behind 98,movie,"Drama, History, Thriller",2015.0,tt7549874,6.0,119.0,Neutral,"['Drama', 'History', 'Thriller']"
"The Pig, the Snake and the Pigeon",movie,"Action, Crime, Drama",2023.0,tt29319990,7.3,7577.0,High,"['Action', 'Crime', 'Drama']"
The Teacher,movie,"Drama, Thriller",2022.0,tt21983758,6.3,14331.0,Neutral,"['Drama', 'Thriller']"
Take Me Home Tonight,movie,"Comedy, Drama, Romance",2011.0,tt0810922,6.3,56752.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Birdeater,movie,"Drama, Horror, Thriller",2023.0,tt20674132,5.2,891.0,Low,"['Drama', 'Horror', 'Thriller']"
Pokémon: Detective Pikachu,movie,"Adventure, Comedy, Family",2019.0,tt5884052,6.5,190525.0,Neutral,"['Adventure', 'Comedy', 'Family']"
The Oyster and the Wind,movie,"Drama, Fantasy",1997.0,tt0117264,7.2,502.0,High,"['Drama', 'Fantasy']"
Hunger,movie,"Drama, Thriller",2023.0,tt22695402,6.6,19989.0,Neutral,"['Drama', 'Thriller']"
The Birth of Kitaro: Mystery of GeGeGe,movie,"Action, Animation, Comedy",2023.0,tt16270512,7.2,519.0,High,"['Action', 'Animation', 'Comedy']"
Drifting Home,movie,"Adventure, Animation, Drama",2022.0,tt15494038,6.3,4977.0,Neutral,"['Adventure', 'Animation', 'Drama']"
CTRL,movie,"Drama, Thriller",2024.0,tt12736014,6.2,6092.0,Neutral,"['Drama', 'Thriller']"
I.S.S.,movie,"Sci-Fi, Thriller",2023.0,tt13655120,5.3,12385.0,Low,"['Sci-Fi', 'Thriller']"
Amazon Bullseye,movie,"Adventure, Comedy",2024.0,tt33364791,5.2,203.0,Low,"['Adventure', 'Comedy']"
It Chapter Two,movie,"Drama, Fantasy, Horror",2019.0,tt7349950,6.5,323077.0,Neutral,"['Drama', 'Fantasy', 'Horror']"
Unhinged,movie,"Action, Thriller",2020.0,tt10059518,6.0,83315.0,Neutral,"['Action', 'Thriller']"
The Platform 2,movie,"Horror, Sci-Fi, Thriller",2024.0,tt27729779,4.9,39879.0,Low,"['Horror', 'Sci-Fi', 'Thriller']"
The 355,movie,"Action, Thriller",2022.0,tt8356942,5.6,40861.0,Neutral,"['Action', 'Thriller']"
Fireheart,movie,"Adventure, Animation, Comedy",2022.0,tt8354218,6.2,3579.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
Bhool Bhulaiyaa 3,movie,"Comedy, Fantasy, Horror",2024.0,tt26932223,4.7,77460.0,Low,"['Comedy', 'Fantasy', 'Horror']"
Texas Chainsaw Massacre,movie,"Crime, Horror, Thriller",2022.0,tt11755740,4.7,65933.0,Low,"['Crime', 'Horror', 'Thriller']"
A Madea Family Funeral,movie,"Comedy, Drama",2019.0,tt7054636,4.7,5303.0,Low,"['Comedy', 'Drama']"
The Concierge at Hokkyoku Department Store,movie,"Adventure, Animation, Family",2023.0,tt28607487,6.6,559.0,Neutral,"['Adventure', 'Animation', 'Family']"
Against the Ice,movie,"Adventure, Drama, History",2022.0,tt13873302,6.5,30036.0,Neutral,"['Adventure', 'Drama', 'History']"
American Renegades,movie,"Action, Adventure, Crime",2017.0,tt4106376,5.5,12148.0,Neutral,"['Action', 'Adventure', 'Crime']"
Memories of the Sword,movie,"Action, Drama, History",2015.0,tt3054798,6.3,2629.0,Neutral,"['Action', 'Drama', 'History']"
The Meaning and Mystery of Life,movie,"Animation, Documentary, Drama",2023.0,tt15097224,5.2,62.0,Low,"['Animation', 'Documentary', 'Drama']"
Her,movie,"Drama, Romance, Sci-Fi",2013.0,tt1798709,8.0,700211.0,High,"['Drama', 'Romance', 'Sci-Fi']"
"Like Father, Like Son",movie,Drama,2013.0,tt2331143,7.8,29624.0,High,['Drama']
After the Storm,movie,"Comedy, Drama",2016.0,tt5294966,7.4,13478.0,High,"['Comedy', 'Drama']"
The Bromley Boys,movie,Comedy,2018.0,tt2179231,6.2,4769.0,Neutral,['Comedy']
John Wick: Chapter 4,movie,"Action, Crime, Thriller",2023.0,tt10366206,7.6,375167.0,High,"['Action', 'Crime', 'Thriller']"
Shoplifters,movie,"Crime, Drama, Thriller",2018.0,tt8075192,7.9,91306.0,High,"['Crime', 'Drama', 'Thriller']"
A Good Boy,movie,Thriller,2024.0,,5.6,0.0,Neutral,['Thriller']
My Suicide,movie,"Comedy, Drama",2009.0,tt0492896,7.0,2673.0,High,"['Comedy', 'Drama']"
Fallen Leaves,movie,"Comedy, Drama, Romance",2023.0,tt21027780,7.3,32842.0,High,"['Comedy', 'Drama', 'Romance']"
Love Lies Bleeding,movie,"Action, Adventure, Crime",2024.0,tt19637052,6.6,56904.0,Neutral,"['Action', 'Adventure', 'Crime']"
Final Destination 5,movie,"Horror, Thriller",2011.0,tt1622979,5.9,132159.0,Neutral,"['Horror', 'Thriller']"
I Feel Pretty,movie,"Comedy, Romance",2018.0,tt6791096,5.7,58893.0,Neutral,"['Comedy', 'Romance']"
The Present,movie,Comedy,2024.0,tt20255354,5.5,874.0,Neutral,['Comedy']
Terra Willy,movie,"Adventure, Animation, Comedy",2019.0,tt8329148,6.6,2517.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
Dallas Buyers Club,movie,"Biography, Drama",2013.0,tt0790636,7.9,534287.0,High,"['Biography', 'Drama']"
Be Somebody,movie,"Comedy, Drama, Romance",2016.0,tt5512872,5.6,4363.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Khel Khel Mein,movie,"Comedy, Drama",2024.0,tt27056012,6.5,27288.0,Neutral,"['Comedy', 'Drama']"
Erdal and Ece,movie,Comedy,2024.0,tt30504474,4.3,4215.0,Low,['Comedy']
A Quiet Place,movie,"Drama, Horror, Sci-Fi",2018.0,tt6644200,7.5,627643.0,High,"['Drama', 'Horror', 'Sci-Fi']"
A Quiet Place Part II,movie,"Drama, Horror, Sci-Fi",2020.0,tt8332922,7.2,303037.0,High,"['Drama', 'Horror', 'Sci-Fi']"
Cabrini,movie,"Biography, Drama",2024.0,tt14351082,7.3,8727.0,High,"['Biography', 'Drama']"
Kidnapped: The Abduction of Edgardo Mortara,movie,"Drama, History",2023.0,tt14137416,7.0,4122.0,High,"['Drama', 'History']"
Rampage,movie,"Action, Adventure, Sci-Fi",2018.0,tt2231461,6.1,193786.0,Neutral,"['Action', 'Adventure', 'Sci-Fi']"
The Revenant,movie,"Adventure, Drama, Western",2015.0,tt1663202,8.0,909694.0,High,"['Adventure', 'Drama', 'Western']"
Argo,movie,"Biography, Drama, History",2012.0,tt1024648,7.7,651819.0,High,"['Biography', 'Drama', 'History']"
Godzilla x Kong: The New Empire,movie,"Action, Adventure, Fantasy",2024.0,tt14539740,6.0,121523.0,Neutral,"['Action', 'Adventure', 'Fantasy']"
White Lily,movie,"Drama, Horror",2016.0,tt5961906,4.6,634.0,Low,"['Drama', 'Horror']"
Wet Woman in the Wind,movie,"Drama, Horror, Romance",2016.0,tt5883008,5.8,1484.0,Neutral,"['Drama', 'Horror', 'Romance']"
Silent Parade,movie,"Crime, Drama, Mystery",2022.0,tt21608894,6.2,574.0,Neutral,"['Crime', 'Drama', 'Mystery']"
Masquerade Night,movie,"Crime, Drama, Mystery",2021.0,tt13582738,6.2,925.0,Neutral,"['Crime', 'Drama', 'Mystery']"
Masquerade Hotel,movie,"Crime, Drama, Mystery",2019.0,tt7502322,6.3,2351.0,Neutral,"['Crime', 'Drama', 'Mystery']"
Chappie,movie,"Action, Crime, Drama",2015.0,tt1823672,6.8,277416.0,Neutral,"['Action', 'Crime', 'Drama']"
Bienvenue à bord!,movie,"Comedy, Drama, Thriller",1990.0,tt0099132,5.1,141.0,Low,"['Comedy', 'Drama', 'Thriller']"
Snitch,movie,"Action, Drama, Thriller",2013.0,tt0882977,6.4,94268.0,Neutral,"['Action', 'Drama', 'Thriller']"
High-Rise,movie,"Drama, Sci-Fi",2015.0,tt0462335,5.5,46441.0,Neutral,"['Drama', 'Sci-Fi']"
Reversi,movie,"Drama, Romance, Sci-Fi",2024.0,tt30790771,7.3,169.0,High,"['Drama', 'Romance', 'Sci-Fi']"
The Cursed,movie,"Fantasy, Horror, Mystery",2021.0,tt9907782,6.2,20097.0,Neutral,"['Fantasy', 'Horror', 'Mystery']"
Speak No Evil,movie,"Drama, Horror, Thriller",2024.0,tt27534307,6.8,98439.0,Neutral,"['Drama', 'Horror', 'Thriller']"
Big Fish & Begonia,movie,"Adventure, Animation, Drama",2016.0,tt1920885,7.0,7145.0,High,"['Adventure', 'Animation', 'Drama']"
Ready Player One,movie,"Action, Adventure, Sci-Fi",2018.0,tt1677720,7.4,515211.0,High,"['Action', 'Adventure', 'Sci-Fi']"
Close to You,movie,Drama,2023.0,tt28055434,5.1,1235.0,Low,['Drama']
Criminal,movie,"Action, Sci-Fi, Thriller",2016.0,tt3014866,6.3,73175.0,Neutral,"['Action', 'Sci-Fi', 'Thriller']"
Evil Dead Rise,movie,Horror,2023.0,tt13345606,6.5,155138.0,Neutral,['Horror']
The Predator,movie,"Action, Adventure, Sci-Fi",2018.0,tt3829266,5.3,153746.0,Low,"['Action', 'Adventure', 'Sci-Fi']"
The Conjuring,movie,"Horror, Mystery, Thriller",2013.0,tt1457767,7.5,582734.0,High,"['Horror', 'Mystery', 'Thriller']"
Gone Girl,movie,"Drama, Mystery, Thriller",2014.0,tt2267998,8.1,1118234.0,High,"['Drama', 'Mystery', 'Thriller']"
Extinction,movie,"Action, Drama, Sci-Fi",2018.0,tt3201640,5.8,59984.0,Neutral,"['Action', 'Drama', 'Sci-Fi']"
Even the Rain,movie,"Drama, History",2010.0,tt1422032,7.4,14642.0,High,"['Drama', 'History']"
The Bricklayer,movie,"Action, Thriller",2023.0,tt2016303,5.2,12695.0,Low,"['Action', 'Thriller']"
The Greatest Showman,movie,"Biography, Drama, Musical",2017.0,tt1485796,7.5,329953.0,High,"['Biography', 'Drama', 'Musical']"
Indian 2,movie,"Action, Drama, Musical",2024.0,tt8066940,3.8,16378.0,Low,"['Action', 'Drama', 'Musical']"
Sleeping Dogs,movie,"Crime, Mystery, Thriller",2024.0,tt8542964,6.2,21548.0,Neutral,"['Crime', 'Mystery', 'Thriller']"
Disco Inferno,movie,"Horror, Short",2023.0,tt29291452,3.7,1057.0,Low,"['Horror', 'Short']"
Mission: Cross,movie,"Action, Comedy, Crime",2024.0,tt30515931,6.1,2585.0,Neutral,"['Action', 'Comedy', 'Crime']"
How to Make Millions Before Grandma Dies,movie,"Comedy, Drama, Family",2024.0,tt31392609,8.0,14613.0,High,"['Comedy', 'Drama', 'Family']"
Mission: Impossible - Rogue Nation,movie,"Action, Adventure, Thriller",2015.0,tt2381249,7.4,424264.0,High,"['Action', 'Adventure', 'Thriller']"
Adios Amigo,movie,"Comedy, Drama",2024.0,tt26626445,5.9,1403.0,Neutral,"['Comedy', 'Drama']"
