title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,sentiment,genres_list
The Mask,movie,"Comedy, Crime, Fantasy",1994.0,tt0110475,7.0,445644.0,High,"['Comedy', 'Crime', 'Fantasy']"
Black Hawk Down,movie,"Action, Drama, History",2001.0,tt0265086,7.7,439023.0,High,"['Action', 'Drama', 'History']"
Saving Private Ryan,movie,"Drama, War",1998.0,tt0120815,8.6,1566042.0,High,"['Drama', 'War']"
Sleepless in Seattle,movie,"Comedy, Drama, Romance",1993.0,tt0108160,6.8,198346.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Total Recall,movie,"Action, Adventure, Sci-Fi",1990.0,tt0100802,7.5,367799.0,High,"['Action', 'Adventure', 'Sci-Fi']"
The Running Man,movie,"Action, Sci-Fi, Thriller",1987.0,tt0093894,6.6,174127.0,Neutral,"['Action', 'Sci-Fi', 'Thriller']"
Sliver,movie,"Drama, Thriller",1993.0,tt0108162,5.1,35859.0,Low,"['Drama', 'Thriller']"
Tsotsi,movie,"Crime, Drama",2005.0,tt0468565,7.2,31979.0,High,"['Crime', 'Drama']"
A Man for All Seasons,movie,"Biography, Drama, History",1966.0,tt0060665,7.7,38622.0,High,"['Biography', 'Drama', 'History']"
Hook,movie,"Adventure, Comedy, Family",1991.0,tt0102057,6.8,282017.0,Neutral,"['Adventure', 'Comedy', 'Family']"
Coffee and Cigarettes,movie,"Comedy, Drama, Music",2003.0,tt0379217,7.0,69124.0,High,"['Comedy', 'Drama', 'Music']"
The Flintstones,movie,"Comedy, Family, Fantasy",1994.0,tt0109813,5.0,89246.0,Low,"['Comedy', 'Family', 'Fantasy']"
Cinderella Man,movie,"Biography, Drama, Romance",2005.0,tt0352248,8.0,203993.0,High,"['Biography', 'Drama', 'Romance']"
Dead Man,movie,"Adventure, Drama, Western",1995.0,tt0112817,7.5,105978.0,High,"['Adventure', 'Drama', 'Western']"
Do the Right Thing,movie,"Comedy, Drama",1989.0,tt0097216,8.0,118152.0,High,"['Comedy', 'Drama']"
Godzilla,movie,"Action, Sci-Fi, Thriller",1998.0,tt0120685,5.5,208510.0,Neutral,"['Action', 'Sci-Fi', 'Thriller']"
Lawrence of Arabia,movie,"Adventure, Biography, Drama",1962.0,tt0056172,8.3,328438.0,High,"['Adventure', 'Biography', 'Drama']"
Halloween,movie,"Horror, Thriller",1978.0,tt0077651,7.7,322831.0,High,"['Horror', 'Thriller']"
Heat,movie,"Action, Crime, Drama",1995.0,tt0113277,8.3,755488.0,High,"['Action', 'Crime', 'Drama']"
Kindergarten Cop,movie,"Action, Comedy, Crime",1990.0,tt0099938,6.3,168609.0,Neutral,"['Action', 'Comedy', 'Crime']"
Madagascar,movie,"Adventure, Animation, Comedy",2005.0,tt0351283,6.9,457430.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
Mission: Impossible,movie,"Action, Adventure, Thriller",1996.0,tt0117060,7.2,487733.0,High,"['Action', 'Adventure', 'Thriller']"
Mission: Impossible II,movie,"Action, Adventure, Thriller",2000.0,tt0120755,6.1,390772.0,Neutral,"['Action', 'Adventure', 'Thriller']"
Mission: Impossible III,movie,"Action, Adventure, Thriller",2006.0,tt0317919,6.9,403259.0,Neutral,"['Action', 'Adventure', 'Thriller']"
Seven Years in Tibet,movie,"Adventure, Biography, Drama",1997.0,tt0120102,7.1,161488.0,High,"['Adventure', 'Biography', 'Drama']"
Irreversible,movie,"Crime, Drama, Mystery",2002.0,tt0290673,7.3,154803.0,High,"['Crime', 'Drama', 'Mystery']"
Adam's Apples,movie,"Comedy, Crime, Drama",2005.0,tt0418455,7.7,56740.0,High,"['Comedy', 'Crime', 'Drama']"
Whale Rider,movie,"Drama, Family",2002.0,tt0298228,7.5,44780.0,High,"['Drama', 'Family']"
Point Break,movie,"Action, Crime, Thriller",1991.0,tt0102685,7.3,213274.0,High,"['Action', 'Crime', 'Thriller']"
The Thirteenth Floor,movie,"Mystery, Sci-Fi, Thriller",1999.0,tt0139809,7.0,79845.0,High,"['Mystery', 'Sci-Fi', 'Thriller']"
The Prestige,movie,"Drama, Mystery, Sci-Fi",2006.0,tt0482571,8.5,1510581.0,High,"['Drama', 'Mystery', 'Sci-Fi']"
Dreamgirls,movie,"Drama, Musical",2006.0,tt0443489,6.6,78895.0,Neutral,"['Drama', 'Musical']"
Babel,movie,Drama,2006.0,tt0449467,7.5,323564.0,High,['Drama']
The Queen,movie,"Biography, Drama",2006.0,tt0436697,7.3,117632.0,High,"['Biography', 'Drama']"
The Talented Mr. Ripley,movie,"Crime, Drama, Thriller",1999.0,tt0134119,7.4,260793.0,High,"['Crime', 'Drama', 'Thriller']"
The Remains of the Day,movie,"Drama, Romance",1993.0,tt0107943,7.8,88470.0,High,"['Drama', 'Romance']"
The Good Shepherd,movie,"Drama, History, Thriller",2006.0,tt0343737,6.7,110652.0,Neutral,"['Drama', 'History', 'Thriller']"
Ghost Rider,movie,"Action, Fantasy, Thriller",2007.0,tt0259324,5.3,260526.0,Low,"['Action', 'Fantasy', 'Thriller']"
Letters from Iwo Jima,movie,"Action, Adventure, Drama",2006.0,tt0498380,7.8,173515.0,High,"['Action', 'Adventure', 'Drama']"
"Don't Worry, I'm Fine",movie,Drama,2006.0,tt0485241,7.3,11542.0,High,['Drama']
The Host,movie,"Drama, Horror, Sci-Fi",2006.0,tt0468492,7.1,138261.0,High,"['Drama', 'Horror', 'Sci-Fi']"
Bridge to Terabithia,movie,"Drama, Family, Fantasy",2007.0,tt0398808,7.2,181873.0,High,"['Drama', 'Family', 'Fantasy']"
Street Kings,movie,"Action, Crime, Thriller",2008.0,tt0421073,6.8,123714.0,Neutral,"['Action', 'Crime', 'Thriller']"
Mr. Bean's Holiday,movie,"Comedy, Family",2007.0,tt0453451,6.4,138082.0,Neutral,"['Comedy', 'Family']"
300,movie,"Action, Drama",2006.0,tt0416449,7.6,889515.0,High,"['Action', 'Drama']"
TMNT,movie,"Action, Adventure, Animation",2007.0,tt0453556,6.2,70773.0,Neutral,"['Action', 'Adventure', 'Animation']"
3-Iron,movie,"Crime, Drama, Romance",2004.0,tt0423866,7.9,59862.0,High,"['Crime', 'Drama', 'Romance']"
Bean,movie,"Adventure, Comedy, Family",1997.0,tt0118689,6.5,113652.0,Neutral,"['Adventure', 'Comedy', 'Family']"
"Torrente, the Dumb Arm of the Law",movie,"Comedy, Crime",1998.0,tt0120868,6.8,14149.0,Neutral,"['Comedy', 'Crime']"
Torrente 2: Mission in Marbella,movie,"Action, Comedy, Crime",2001.0,tt0257231,6.4,8276.0,Neutral,"['Action', 'Comedy', 'Crime']"
Torrente 3: El protector,movie,"Comedy, Crime",2005.0,tt0444505,5.6,6530.0,Neutral,"['Comedy', 'Crime']"
Four Minutes,movie,"Drama, Music",2006.0,tt0461694,7.3,7587.0,High,"['Drama', 'Music']"
American Psycho,movie,"Crime, Drama, Horror",2000.0,tt0144084,7.6,777135.0,High,"['Crime', 'Drama', 'Horror']"
Frida,movie,"Biography, Drama, Romance",2002.0,tt0120679,7.3,98464.0,High,"['Biography', 'Drama', 'Romance']"
Sex and Lucía,movie,"Drama, Romance",2001.0,tt0254455,7.0,39719.0,High,"['Drama', 'Romance']"
Monster's Ball,movie,"Drama, Romance",2001.0,tt0285742,7.0,96321.0,High,"['Drama', 'Romance']"
First Blood,movie,"Action, Adventure, Thriller",1982.0,tt0083944,7.7,288703.0,High,"['Action', 'Adventure', 'Thriller']"
Rambo: First Blood Part II,movie,"Action, Adventure, Thriller",1985.0,tt0089880,6.5,189393.0,Neutral,"['Action', 'Adventure', 'Thriller']"
Rambo III,movie,"Action, Adventure, Thriller",1988.0,tt0095956,5.8,144937.0,Neutral,"['Action', 'Adventure', 'Thriller']"
Blood Diamond,movie,"Adventure, Drama, Thriller",2006.0,tt0450259,8.0,605872.0,High,"['Adventure', 'Drama', 'Thriller']"
Lights in the Dusk,movie,"Crime, Drama",2006.0,tt0458242,6.8,8464.0,Neutral,"['Crime', 'Drama']"
Y tu mamá también,movie,Drama,2001.0,tt0245574,7.7,134227.0,High,['Drama']
The Pursuit of Happyness,movie,"Biography, Drama",2006.0,tt0454921,8.0,590070.0,High,"['Biography', 'Drama']"
Cutthroat Island,movie,"Action, Adventure, Comedy",1995.0,tt0112760,5.7,31863.0,Neutral,"['Action', 'Adventure', 'Comedy']"
"Sex, Lies, and Videotape",movie,Drama,1989.0,tt0098724,7.2,61991.0,High,['Drama']
Pan's Labyrinth,movie,"Drama, Fantasy, War",2006.0,tt0457430,8.2,723675.0,High,"['Drama', 'Fantasy', 'War']"
Take My Eyes,movie,"Drama, Romance",2003.0,tt0350193,7.4,7702.0,High,"['Drama', 'Romance']"
The Departed,movie,"Crime, Drama, Thriller",2006.0,tt0407887,8.5,1483982.0,High,"['Crime', 'Drama', 'Thriller']"
Perfume: The Story of a Murderer,movie,"Crime, Drama, Fantasy",2006.0,tt0396171,7.5,272683.0,High,"['Crime', 'Drama', 'Fantasy']"
Once Upon a Time in Mexico,movie,"Action, Crime, Thriller",2003.0,tt0285823,6.3,173416.0,Neutral,"['Action', 'Crime', 'Thriller']"
Little Children,movie,"Drama, Romance",2006.0,tt0404203,7.5,119478.0,High,"['Drama', 'Romance']"
The Virgin Suicides,movie,"Drama, Romance",1999.0,tt0159097,7.2,178495.0,High,"['Drama', 'Romance']"
Hellboy,movie,"Action, Adventure, Fantasy",2004.0,tt0167190,6.9,360710.0,Neutral,"['Action', 'Adventure', 'Fantasy']"
Miss Congeniality,movie,"Action, Comedy, Crime",2000.0,tt0212346,6.3,239613.0,Neutral,"['Action', 'Comedy', 'Crime']"
Curse of the Golden Flower,movie,"Action, Drama, Romance",2006.0,tt0473444,7.0,46712.0,High,"['Action', 'Drama', 'Romance']"
Spy Game,movie,"Action, Crime, Thriller",2001.0,tt0266987,7.1,172179.0,High,"['Action', 'Crime', 'Thriller']"
Changing Lanes,movie,"Drama, Thriller",2002.0,tt0264472,6.5,76398.0,Neutral,"['Drama', 'Thriller']"
The Lost Boys,movie,"Comedy, Horror",1987.0,tt0093437,7.2,169280.0,High,"['Comedy', 'Horror']"
Down by Law,movie,"Comedy, Crime, Drama",1986.0,tt0090967,7.6,57033.0,High,"['Comedy', 'Crime', 'Drama']"
The Spanish Apartment,movie,"Comedy, Drama, Romance",2002.0,tt0283900,7.3,43426.0,High,"['Comedy', 'Drama', 'Romance']"
Chicago,movie,"Comedy, Crime, Musical",2002.0,tt0299658,7.2,249877.0,High,"['Comedy', 'Crime', 'Musical']"
Resident Evil,movie,"Action, Horror, Sci-Fi",2002.0,tt0120804,6.6,298874.0,Neutral,"['Action', 'Horror', 'Sci-Fi']"
Resident Evil: Apocalypse,movie,"Action, Horror, Sci-Fi",2004.0,tt0318627,6.1,215555.0,Neutral,"['Action', 'Horror', 'Sci-Fi']"
The Holiday,movie,"Comedy, Romance",2006.0,tt0457939,7.0,347880.0,High,"['Comedy', 'Romance']"
Lammbock,movie,"Comedy, Crime",2001.0,tt0258760,7.2,12135.0,High,"['Comedy', 'Crime']"
School of Rock,movie,"Comedy, Music",2003.0,tt0332379,7.2,344545.0,High,"['Comedy', 'Music']"
Secret Window,movie,"Drama, Mystery, Thriller",2004.0,tt0363988,6.5,215650.0,Neutral,"['Drama', 'Mystery', 'Thriller']"
What's Eating Gilbert Grape,movie,Drama,1993.0,tt0108550,7.7,261564.0,High,['Drama']
Bring It On,movie,"Comedy, Romance, Sport",2000.0,tt0204946,6.2,109889.0,Neutral,"['Comedy', 'Romance', 'Sport']"
Meet the Parents,movie,"Comedy, Romance",2000.0,tt0212338,7.0,367465.0,High,"['Comedy', 'Romance']"
Hitman,movie,"Action, Crime, Thriller",2007.0,tt0465494,6.2,182949.0,Neutral,"['Action', 'Crime', 'Thriller']"
Liar Liar,movie,"Comedy, Fantasy",1997.0,tt0119528,6.9,348992.0,Neutral,"['Comedy', 'Fantasy']"
The People vs. Larry Flynt,movie,"Biography, Drama",1996.0,tt0117318,7.3,103272.0,High,"['Biography', 'Drama']"
Fried Green Tomatoes,movie,Drama,1991.0,tt0101921,7.7,87266.0,High,['Drama']
Free Willy,movie,"Adventure, Drama, Family",1993.0,tt0106965,6.0,85966.0,Neutral,"['Adventure', 'Drama', 'Family']"
The Island,movie,"Action, Sci-Fi, Thriller",2005.0,tt0399201,6.8,334039.0,Neutral,"['Action', 'Sci-Fi', 'Thriller']"
The Net,movie,"Action, Crime, Drama",1995.0,tt0113957,6.0,77055.0,Neutral,"['Action', 'Crime', 'Drama']"
Freedom Writers,movie,"Biography, Crime, Drama",2007.0,tt0463998,7.6,89036.0,High,"['Biography', 'Crime', 'Drama']"
The Motorcycle Diaries,movie,"Adventure, Biography, Drama",2004.0,tt0318462,7.7,106838.0,High,"['Adventure', 'Biography', 'Drama']"
The Legend of Zorro,movie,"Action, Adventure, Romance",2005.0,tt0386140,6.0,111018.0,Neutral,"['Action', 'Adventure', 'Romance']"
Hostel,movie,Horror,2005.0,tt0450278,5.9,197976.0,Neutral,['Horror']
Hostel: Part II,movie,Horror,2007.0,tt0498353,5.5,99167.0,Neutral,['Horror']
Anatomy,movie,"Horror, Thriller",2000.0,tt0187696,6.0,14387.0,Neutral,"['Horror', 'Thriller']"
The Cider House Rules,movie,"Drama, Romance",1999.0,tt0124315,7.4,107226.0,High,"['Drama', 'Romance']"
The Incredible Hulk,movie,"Action, Adventure, Sci-Fi",2008.0,tt0800080,6.6,542521.0,Neutral,"['Action', 'Adventure', 'Sci-Fi']"
Iron Man,movie,"Action, Adventure, Sci-Fi",2008.0,tt0371746,7.9,1170438.0,High,"['Action', 'Adventure', 'Sci-Fi']"
The Forbidden Kingdom,movie,"Action, Adventure, Fantasy",2008.0,tt0865556,6.5,111531.0,Neutral,"['Action', 'Adventure', 'Fantasy']"
The Mummy Returns,movie,"Action, Adventure, Fantasy",2001.0,tt0209163,6.4,357241.0,Neutral,"['Action', 'Adventure', 'Fantasy']"
Next,movie,"Action, Sci-Fi, Thriller",2007.0,tt0435705,6.2,170442.0,Neutral,"['Action', 'Sci-Fi', 'Thriller']"
Footloose,movie,"Drama, Music, Romance",1984.0,tt0087277,6.6,97825.0,Neutral,"['Drama', 'Music', 'Romance']"
The Devil's Advocate,movie,"Drama, Fantasy, Mystery",1997.0,tt0118971,7.5,421957.0,High,"['Drama', 'Fantasy', 'Mystery']"
"You, Me and Dupree",movie,"Comedy, Romance",2006.0,tt0463034,5.6,85564.0,Neutral,"['Comedy', 'Romance']"
50 First Dates,movie,"Comedy, Drama, Romance",2004.0,tt0343660,6.8,397737.0,Neutral,"['Comedy', 'Drama', 'Romance']"
Russian Dolls,movie,"Comedy, Drama, Romance",2005.0,tt0409184,7.0,21622.0,High,"['Comedy', 'Drama', 'Romance']"
Rent,movie,"Drama, Musical, Romance",2005.0,tt0294870,6.8,57022.0,Neutral,"['Drama', 'Musical', 'Romance']"
We Shall Overcome,movie,"Drama, Family",2006.0,tt0425235,7.2,3021.0,High,"['Drama', 'Family']"
Transformers,movie,"Action, Adventure, Sci-Fi",2007.0,tt0418279,7.1,696004.0,High,"['Action', 'Adventure', 'Sci-Fi']"
Fantomas Unleashed,movie,"Adventure, Comedy, Crime",1965.0,tt0059168,6.8,8776.0,Neutral,"['Adventure', 'Comedy', 'Crime']"
Fantomas,movie,"Adventure, Comedy, Crime",1964.0,tt0058089,6.9,12858.0,Neutral,"['Adventure', 'Comedy', 'Crime']"
Fantomas vs. Scotland Yard,movie,"Adventure, Comedy, Crime",1967.0,tt0060400,6.7,8347.0,Neutral,"['Adventure', 'Comedy', 'Crime']"
The Karate Kid,movie,"Action, Drama, Family",1984.0,tt0087538,7.3,258187.0,High,"['Action', 'Drama', 'Family']"
Marie Antoinette,movie,"Biography, Drama, History",2006.0,tt0422720,6.5,127106.0,Neutral,"['Biography', 'Drama', 'History']"
Traffic,movie,"Crime, Drama, Thriller",2000.0,tt0181865,7.5,224743.0,High,"['Crime', 'Drama', 'Thriller']"
Open Your Eyes,movie,"Drama, Mystery, Sci-Fi",1997.0,tt0125659,7.7,75166.0,High,"['Drama', 'Mystery', 'Sci-Fi']"
Vanilla Sky,movie,"Fantasy, Mystery, Romance",2001.0,tt0259711,6.9,294109.0,Neutral,"['Fantasy', 'Mystery', 'Romance']"
Memoirs of a Geisha,movie,"Drama, Romance",2005.0,tt0397535,7.3,166761.0,High,"['Drama', 'Romance']"
The Sea Inside,movie,"Biography, Drama",2004.0,tt0369702,8.0,86889.0,High,"['Biography', 'Drama']"
"Manta, Manta",movie,Comedy,1991.0,tt0102397,5.7,6071.0,Neutral,['Comedy']
Away from Her,movie,Drama,2006.0,tt0491747,7.5,23419.0,High,['Drama']
Sweet November,movie,"Drama, Romance",2001.0,tt0230838,6.7,96802.0,Neutral,"['Drama', 'Romance']"
11-Sep,movie,Drama,2002.0,tt0328802,6.8,6028.0,Neutral,['Drama']
Hulk,movie,"Action, Sci-Fi",2003.0,tt0286716,5.6,285429.0,Neutral,"['Action', 'Sci-Fi']"
The Amazing Spider-Man,movie,"Action, Sci-Fi",2012.0,tt0948470,6.9,731702.0,Neutral,"['Action', 'Sci-Fi']"
Stomp the Yard,movie,"Drama, Music, Romance",2007.0,tt0775539,5.4,26829.0,Low,"['Drama', 'Music', 'Romance']"
The Others,movie,"Horror, Mystery, Thriller",2001.0,tt0230600,7.6,409185.0,High,"['Horror', 'Mystery', 'Thriller']"
Me and My Sister,movie,"Comedy, Drama",2004.0,tt0410639,6.4,1919.0,Neutral,"['Comedy', 'Drama']"
An Unfinished Life,movie,"Drama, Family, Romance",2005.0,tt0350261,7.0,34910.0,High,"['Drama', 'Family', 'Romance']"
Crank,movie,"Action, Crime, Thriller",2006.0,tt0479884,6.9,270835.0,Neutral,"['Action', 'Crime', 'Thriller']"
Zodiac,movie,"Crime, Drama, Mystery",2007.0,tt0443706,7.7,633656.0,High,"['Crime', 'Drama', 'Mystery']"
The Butterfly Effect,movie,"Drama, Sci-Fi, Thriller",2004.0,tt0289879,7.6,539591.0,High,"['Drama', 'Sci-Fi', 'Thriller']"
Enough,movie,"Crime, Drama, Thriller",2002.0,tt0278435,5.8,49557.0,Neutral,"['Crime', 'Drama', 'Thriller']"
A Perfect Murder,movie,"Crime, Drama, Thriller",1998.0,tt0120787,6.6,95193.0,Neutral,"['Crime', 'Drama', 'Thriller']"
Alexander,movie,"Action, Biography, Drama",2004.0,tt0346491,5.6,180055.0,Neutral,"['Action', 'Biography', 'Drama']"
Bra Boys,movie,"Documentary, Sport",2007.0,tt0951318,6.2,1413.0,Neutral,"['Documentary', 'Sport']"
The Constant Gardener,movie,"Drama, Mystery, Romance",2005.0,tt0387131,7.3,152341.0,High,"['Drama', 'Mystery', 'Romance']"
Paranoid Park,movie,"Crime, Drama, Mystery",2007.0,tt0842929,6.6,32397.0,Neutral,"['Crime', 'Drama', 'Mystery']"
Death Proof,movie,"Drama, Thriller",2007.0,tt1028528,7.0,323979.0,High,"['Drama', 'Thriller']"
Lara Croft: Tomb Raider,movie,"Action, Adventure, Fantasy",2001.0,tt0146316,5.8,224880.0,Neutral,"['Action', 'Adventure', 'Fantasy']"
Lara Croft: Tomb Raider - The Cradle of Life,movie,"Action, Adventure, Fantasy",2003.0,tt0325703,5.5,148346.0,Neutral,"['Action', 'Adventure', 'Fantasy']"
"4 Months, 3 Weeks and 2 Days",movie,Drama,2007.0,tt1032846,7.9,64626.0,High,['Drama']
Persepolis,movie,"Animation, Biography, Drama",2007.0,tt0808417,8.0,102764.0,High,"['Animation', 'Biography', 'Drama']"
Secret Sunshine,movie,Drama,2007.0,tt0817225,7.5,10172.0,High,['Drama']
The Wedding Planner,movie,"Comedy, Romance",2001.0,tt0209475,5.4,89990.0,Low,"['Comedy', 'Romance']"
Hard Target,movie,"Action, Crime, Thriller",1993.0,tt0107076,6.2,59060.0,Neutral,"['Action', 'Crime', 'Thriller']"
Mr. Deeds,movie,"Comedy, Romance",2002.0,tt0280590,5.8,158086.0,Neutral,"['Comedy', 'Romance']"
The Patriot,movie,"Action, Drama, History",2000.0,tt0187393,7.2,303333.0,High,"['Action', 'Drama', 'History']"
A Few Days with Me,movie,"Comedy, Drama, Romance",1988.0,tt0095943,7.0,1279.0,High,"['Comedy', 'Drama', 'Romance']"
Hostage,movie,"Action, Crime, Drama",2005.0,tt0340163,6.5,114817.0,Neutral,"['Action', 'Crime', 'Drama']"
The Whole Nine Yards,movie,"Comedy, Crime",2000.0,tt0190138,6.7,132387.0,Neutral,"['Comedy', 'Crime']"
Halloween,movie,Horror,2007.0,tt0373883,6.0,134850.0,Neutral,['Horror']
Romeo Must Die,movie,"Action, Crime, Thriller",2000.0,tt0165929,6.1,75390.0,Neutral,"['Action', 'Crime', 'Thriller']"
Requiem,movie,"Action, Crime, Horror",2001.0,tt0286917,5.0,579.0,Low,"['Action', 'Crime', 'Horror']"
American Pie,movie,Comedy,1999.0,tt0163651,7.0,450578.0,High,['Comedy']
The Breakfast Club,movie,"Comedy, Drama",1985.0,tt0088847,7.8,455903.0,High,"['Comedy', 'Drama']"
Rush Hour,movie,"Action, Comedy, Crime",1998.0,tt0120812,7.0,310733.0,High,"['Action', 'Comedy', 'Crime']"
Days of Thunder,movie,"Action, Drama, Sport",1990.0,tt0099371,6.1,99764.0,Neutral,"['Action', 'Drama', 'Sport']"
The Perfect Storm,movie,"Action, Adventure, Drama",2000.0,tt0177971,6.5,183430.0,Neutral,"['Action', 'Adventure', 'Drama']"
The Storm Riders,movie,"Action, Adventure, Fantasy",1998.0,tt0165499,6.3,4237.0,Neutral,"['Action', 'Adventure', 'Fantasy']"
Kiss of the Dragon,movie,"Action, Crime, Thriller",2001.0,tt0271027,6.6,68083.0,Neutral,"['Action', 'Crime', 'Thriller']"
The Glass House,movie,"Crime, Drama, Mystery",2001.0,tt0221218,5.8,41118.0,Neutral,"['Crime', 'Drama', 'Mystery']"
Heartbreak Hotel,movie,"Comedy, Drama, Music",2006.0,tt0785002,5.4,1719.0,Low,"['Comedy', 'Drama', 'Music']"
Unfaithful,movie,"Drama, Romance, Thriller",2002.0,tt0250797,6.7,102829.0,Neutral,"['Drama', 'Romance', 'Thriller']"
Eastern Promises,movie,"Crime, Drama, Thriller",2007.0,tt0765443,7.6,270232.0,High,"['Crime', 'Drama', 'Thriller']"
Lola,movie,"Drama, Romance",1981.0,tt0082671,7.4,7097.0,High,"['Drama', 'Romance']"
The Golden Compass,movie,"Adventure, Family, Fantasy",2007.0,tt0385752,6.1,200337.0,Neutral,"['Adventure', 'Family', 'Fantasy']"
Mr. Magorium's Wonder Emporium,movie,"Comedy, Family, Fantasy",2007.0,tt0457419,6.2,48491.0,Neutral,"['Comedy', 'Family', 'Fantasy']"
Closer,movie,"Drama, Romance",2004.0,tt0376541,7.2,244016.0,High,"['Drama', 'Romance']"
Cold Mountain,movie,"Adventure, Drama, Romance",2003.0,tt0159365,7.2,160427.0,High,"['Adventure', 'Drama', 'Romance']"
Clerks,movie,Comedy,1994.0,tt0109445,7.7,236619.0,High,['Comedy']
Jay and Silent Bob Strike Back,movie,Comedy,2001.0,tt0261392,6.8,163781.0,Neutral,['Comedy']
Space Jam,movie,"Adventure, Animation, Comedy",1996.0,tt0117705,6.5,221973.0,Neutral,"['Adventure', 'Animation', 'Comedy']"
The Wounded Man,movie,"Crime, Drama, Romance",1983.0,tt0084085,6.6,1401.0,Neutral,"['Crime', 'Drama', 'Romance']"
Inkheart,movie,"Adventure, Family, Fantasy",2008.0,tt0494238,6.1,83948.0,Neutral,"['Adventure', 'Family', 'Fantasy']"
Beowulf,movie,"Action, Adventure, Animation",2007.0,tt0442933,6.3,177217.0,Neutral,"['Action', 'Adventure', 'Animation']"
In the Name of the King: A Dungeon Siege Tale,movie,"Action, Adventure, Fantasy",2007.0,tt0460780,3.8,52063.0,Low,"['Action', 'Adventure', 'Fantasy']"
Executive Decision,movie,"Action, Adventure, Thriller",1996.0,tt0116253,6.5,63443.0,Neutral,"['Action', 'Adventure', 'Thriller']"
Field of Dreams,movie,"Drama, Family, Fantasy",1989.0,tt0097351,7.5,133749.0,High,"['Drama', 'Family', 'Fantasy']"
Taxi,movie,"Action, Comedy, Crime",1998.0,tt0152930,7.0,92724.0,High,"['Action', 'Comedy', 'Crime']"
Taxi 2,movie,"Action, Comedy, Crime",2000.0,tt0183869,6.5,61040.0,Neutral,"['Action', 'Comedy', 'Crime']"
Taxi 3,movie,"Action, Comedy, Crime",2003.0,tt0295721,5.8,47162.0,Neutral,"['Action', 'Comedy', 'Crime']"
Taxi 4,movie,"Action, Comedy, Crime",2007.0,tt0804540,5.6,31893.0,Neutral,"['Action', 'Comedy', 'Crime']"
The Boat on the Grass,movie,Drama,1971.0,tt0065454,5.8,356.0,Neutral,['Drama']
